post1,post2,label
"I do, too.  Same thing.  I did not have reconstruction, either.  It would have been nice to be warned about this unexpected change in body appearance pre-op, because it is still very distressing to look at in the mirror in a sci-fi sort of way.  Hugs, Denise
","Nancy, you are absolutely brilliant.  You know, it seems that as soon as I expressed my fears, they went away.  It's really neat how this group helps each other.  We know we can say anything, it is not too bizarre, and it is not unique.  We all share the same stories, maybe just with a little different twist.  Anyway, once I finish my reconstruction, the nipple/areolar complexes and a revision of my left TRAM flap reconstruction, it will be easier.  I will feel whole again, not missing some parts.  Thanks for your input.  You are a sweetheart, and one of God's angels here on earth.
",0
"Tomorrow I will have the last of 35 radiation treatments.  My onc wants me to go on
Femara.  Has anyone had experience with this?  I'm just so tired of being tired.  I
have already done the adria/cyclo and taxol chemo and have been at this since my
dianosis in May of 2008.  Are there any side effects??","Dear Barbara,  I too had a lumpectomy but clear margins and no lymph nodes.  Radiation was in order and tamoxifen but I was shocked when I was told about the her2neu protein and a need for chemo.  I cried when I found out I would lose my hair.  I didn't wear a wig just pretty scarves and wonderful hats...this was late winter and spring of 2000.  I found I had a lot more time because I didn't need to ""do my hair everyday"".  The unfair part of hair loss for me was that I lost it everywhere except my legs!!  The fun part of hair loss is watching it grow back...mine was so curley at first.  Now it is wavy and a little grayer than before but I love it.  It took a little over two weeks after the first A/C treatment for my hair to start falling out and my scalp was often tender two weeks after each treatment. You'll be ok...it's hard at first but a small price to pay for life.
What kind of chemo are you having?  I will send postive thoughts your way tomorrow. Love, Luckyj 
",0
"Carol, I also want to say congratulations on finishing radiation. I will start radiation next week, be done early november and also was told I should take femara for 5 years.
I hope many survivors that have been using it for a long will post and let you and us know how they are doing, I have osteoporosis already, a t score of -3.63, have been taking fosamax for years, and my onco doc suggested reclast IV (a yearly dose I think)since I am not improving anymore on the fosamax, but at least not getting any worse either.
I have until early november to read up on the femara and reclast, and plan to, both have side effects, alas they can be helpful too. Sure wish more of these treatments came with GUARANTEES, lol.
You have had a long time in treatment, I can understand you are tired of being tired, but hang in there, someone will post and let us know what to expect. Did the onc mention the improved percentage in surviving bc if you took femara ? Mine would actually only improve 1%, therefore I am still undecided. Good luck to you
sgamtd","Hi everyone.  I was diagnosed in April of this year with BC.  I have had a lumpectomy and lymph node removal on right side.  My tumor was 3.9 cm. and classified as poorly differentiated.  Tomorrow I start my first chemo treatment and am  very nervous about the whole thing.  I guess the thing I dread the most is losing my hair.  I really like my hair.  I know it sounds foolish compared to what I'm going through, but it still bothers me.  Does anyone else feel this way?  Can someone give me an idea about how the chemo treatments go?  Am interested in how others did during chemo treatments.  I hope to be able to be here for a very long time.  Thanks for info.  Barbara49",0
"Thanks for all your imput and encouragement . . . my doc said that for me he preferred Femara.
The downside is that it is quite a bit more expensive if my insurance doesn't cover.  Canada Drugs has it for about half price if they won't and an even cheaper generic.  There is no generic here in the states.
Had a bone density test about 3 years ago and I do have good bones.  He scheduled me for another test next month, but since I am still the same height as in high school, I'm thinking that for my age (68) it should be fine. The hot flashes are another issue . . . maybe they will stop before I turn 90!! Chemo and rads really get your hormones raging.
Sgamtd, hope they will find an answer for your osteoporosis.  In the meantime, stay off of ladders and rooftops!!! ","Dear Barbara,  I too had a lumpectomy but clear margins and no lymph nodes.  Radiation was in order and tamoxifen but I was shocked when I was told about the her2neu protein and a need for chemo.  I cried when I found out I would lose my hair.  I didn't wear a wig just pretty scarves and wonderful hats...this was late winter and spring of 2000.  I found I had a lot more time because I didn't need to ""do my hair everyday"".  The unfair part of hair loss for me was that I lost it everywhere except my legs!!  The fun part of hair loss is watching it grow back...mine was so curley at first.  Now it is wavy and a little grayer than before but I love it.  It took a little over two weeks after the first A/C treatment for my hair to start falling out and my scalp was often tender two weeks after each treatment. You'll be ok...it's hard at first but a small price to pay for life.
What kind of chemo are you having?  I will send postive thoughts your way tomorrow. Love, Luckyj 
",0
"Carol, I also want to say congratulations on finishing radiation. I will start radiation next week, be done early november and also was told I should take femara for 5 years.
I hope many survivors that have been using it for a long will post and let you and us know how they are doing, I have osteoporosis already, a t score of -3.63, have been taking fosamax for years, and my onco doc suggested reclast IV (a yearly dose I think)since I am not improving anymore on the fosamax, but at least not getting any worse either.
I have until early november to read up on the femara and reclast, and plan to, both have side effects, alas they can be helpful too. Sure wish more of these treatments came with GUARANTEES, lol.
You have had a long time in treatment, I can understand you are tired of being tired, but hang in there, someone will post and let us know what to expect. Did the onc mention the improved percentage in surviving bc if you took femara ? Mine would actually only improve 1%, therefore I am still undecided. Good luck to you
sgamtd","Thank you Luckyj for responding to my message.  You make me feel better about losing my hair.  I'm having 4 cycles of adriamycin and citoxan followed by six weeks of radiation. I said no to the taxol.  It was a clinical trial and did not feel comfortable doing that.  Thank you for thinking of me.  I will let you know how I do.  Huggs, Barbara
",0
"I got my diagnosis in May 2009.  I was shocked becaused I thought I had done all the right things (yearly mammograms, monthly self brest exams, etc.).  I discovered the lump in my right breast on Mother's Day. The following week I had a diagnostic mammogram at 8:30 am that did not show the lump me and my gynecologist was feeling.  An hour later after the ultrasound it showed a tumor approximately 2 cm. I went to see a Breast Surgeon in about a week for a biopsy of the lump.  I was told that I either had diabetic mastopathy or brest cancer.  I held out for the results to be the diabetic mastopathy, but everthing I read strongly indicated breast cancer.  May 28, 2009 I went to the doctors office to discuss the pathology report results.  I had a 2.5 cm lump and stage IIA breast cancer.
Actually the breast cancer was not the worst of my problems at the time.  I had an appointment with my Psychiatrist later that day to discuss hospitalization due to issues with Bipolar Disorder and PTSD.  We discussed how I could be hospitalized and still get things done in regards to the breast cancer.  I opted to take medications at home, make my commitments for my own safety, daily call-ins to the Psychiatrist and/or therapist, and high doses of Seroquel.  I was trying to save my life and then the breast cancer diagnosis.
I had a lumpectomy performed on June 17, 2009 along with a sentinel node biopsy.  I went home that day with a drainage tube attached and waited for the results of yet another pathology report results.  June 22, 2009 I got the news that the cancer had spread to 3 of seven nodes and I would have to have Chemo.  I had another appointment with my therapist today to make all the commitments to stay safe and continue this journey to the end.
I don't know what is going to happen next.  I will be calling the doctor's office tomorrow to report the drainage and maybe get to make an appointment to have it removed.  That is as far as I have gotten in this journey.
I don't know what will happen next.  I am afraid that any theraphy for breast cancer will just make other issues worst.  I don't feel sorry for myself, or ask ""why me"". My biggest question to myself is how long and I pray that I finish this journey before me.  I don't like thinking of how the cancer treatments will fit in with the Bipolar, PTSD, and diabetes (insulin pump).
Prior to this latest news I was an active person (motorcyling, competetive shooting, piano lessons, teaching myself the Mandolin, etc.).  I try to remaind positive, but it is very difficult at this time.
How do you get from one day to the next when you don't know what to expect, but are trying to deal with the fear of the unknown along with all this other stuff?","Liz,
I am so sorry to hear about your mom's passing.  How are you all doing this morning?  I am sending you some energy to get through this.  It's not going to be easy, but you will get through as will your little girls.  
Sorry I don't have a funny topic, but I do really believe that Tamoxifen gave me the five years I had cancer-free.  It wasn't until I stopped taking any meds at all that the beast returned.  I'm hoping my Arimidex can slay it once again.
I'm probably not helping much, but I send you hugs.
Peace,
Linda",0
glade you found us but sorry you had to come.just know we are here for you and take one day at a time hugs amd love  to you,"I'm very sad to let you all know that my mom passed away last night.  She was 62 years old and had been battling a rare and aggressive uterine sarcoma for the past two years.  Those of you who already know me from this discussion group will recall the trials I've had trying to make my two young daughters understand the difference between their Gran's cancer and their mom's breast cancer.  Now it it staring us all right in the face.  I don't know what else to say except that I am terrified of taking tamoxifen once I'm finished with chemo/radiation.  Tamoxifen feeds uterine cancer...  I can't go through any of this again...  I hate being so afraid.  I want to be aggressive and fight my fight without constant worry that I'm causing another beast to grow somewhere else, but as we have said before, it's always something...  I guess the secret is to focus on the first bullet; no use worrying about the second one.  Thank you for always listening and lending an ear of support.  I'm sorry my news is so sad this morning.  Can someone come up with a funny topic to get us pumped up for another week of the fight?  Love, Liz",0
"It is often times like these we find the most giving and kind people.  I look forward to getting to know others.
Nellie","Liz,
I am so sorry to hear about your mom's passing.  How are you all doing this morning?  I am sending you some energy to get through this.  It's not going to be easy, but you will get through as will your little girls.  
Sorry I don't have a funny topic, but I do really believe that Tamoxifen gave me the five years I had cancer-free.  It wasn't until I stopped taking any meds at all that the beast returned.  I'm hoping my Arimidex can slay it once again.
I'm probably not helping much, but I send you hugs.
Peace,
Linda",0
glade you found us but sorry you had to come.just know we are here for you and take one day at a time hugs amd love  to you,"Linda, You did help me.  Thank you so much.  I need to be reminded that we can't go through our treatments in fear.  You're a great success story.  Thank you for sharing.  Love, Liz",0
"I got my diagnosis in May 2009.  I was shocked becaused I thought I had done all the right things (yearly mammograms, monthly self brest exams, etc.).  I discovered the lump in my right breast on Mother's Day. The following week I had a diagnostic mammogram at 8:30 am that did not show the lump me and my gynecologist was feeling.  An hour later after the ultrasound it showed a tumor approximately 2 cm. I went to see a Breast Surgeon in about a week for a biopsy of the lump.  I was told that I either had diabetic mastopathy or brest cancer.  I held out for the results to be the diabetic mastopathy, but everthing I read strongly indicated breast cancer.  May 28, 2009 I went to the doctors office to discuss the pathology report results.  I had a 2.5 cm lump and stage IIA breast cancer.
Actually the breast cancer was not the worst of my problems at the time.  I had an appointment with my Psychiatrist later that day to discuss hospitalization due to issues with Bipolar Disorder and PTSD.  We discussed how I could be hospitalized and still get things done in regards to the breast cancer.  I opted to take medications at home, make my commitments for my own safety, daily call-ins to the Psychiatrist and/or therapist, and high doses of Seroquel.  I was trying to save my life and then the breast cancer diagnosis.
I had a lumpectomy performed on June 17, 2009 along with a sentinel node biopsy.  I went home that day with a drainage tube attached and waited for the results of yet another pathology report results.  June 22, 2009 I got the news that the cancer had spread to 3 of seven nodes and I would have to have Chemo.  I had another appointment with my therapist today to make all the commitments to stay safe and continue this journey to the end.
I don't know what is going to happen next.  I will be calling the doctor's office tomorrow to report the drainage and maybe get to make an appointment to have it removed.  That is as far as I have gotten in this journey.
I don't know what will happen next.  I am afraid that any theraphy for breast cancer will just make other issues worst.  I don't feel sorry for myself, or ask ""why me"". My biggest question to myself is how long and I pray that I finish this journey before me.  I don't like thinking of how the cancer treatments will fit in with the Bipolar, PTSD, and diabetes (insulin pump).
Prior to this latest news I was an active person (motorcyling, competetive shooting, piano lessons, teaching myself the Mandolin, etc.).  I try to remaind positive, but it is very difficult at this time.
How do you get from one day to the next when you don't know what to expect, but are trying to deal with the fear of the unknown along with all this other stuff?","Ohilly, sorry you are having problems with your hair growing back, but like myself, I am just thankful it is coming back at all.  There were periods during chemo and radiation that I was afraid I would be bald the rest of my life.  Now it is about 1/2 inch long all over, and thankfully covers my whole head.  I will just be grateful to be able to leave the wig at home when I go shopping.
Another problem I am having is that I have facial hair growing as well.  It is very light, but fuzzy, especially on the upper part of my cheeks.  What is that all about?  I wonder if the drug I am taking, Femara, has something to do with the fact I have hair on my face.  Femara is an aromatase inhibitor, which destroys all estrogen production in the body.  anyway, is anyone else having this problem, and if so, what can be done to stop me from growing a beard.
Judy",0
"It looks to me like I completely missed welcoming you Nellie.  Sheesh, sorry about that!
Welcome!!  LOL!
Big hugs,
CR","I looked back over these posts and realized how many posts I wrote about my hair!  So I must be obsessed, or in denial that there are more important things.  But still I feel the need to write:
My hair now completely covers my head, but I still feel depressed.  It looks horrible, at least to me.  Parts of it stick straight up (I am thinking that as the hair grows, these parts will fall over and curve more naturally), parts are thin, and hair color does not take the way it used to (other people replied to an earlier post in which I said I used semi-permanent hair color and it did not take:  they said I should use the 'permanent' stuff, but I guess I'm still afraid to until it grows longer).  I used to be able to color my hair no problem, and now no matter how dark the shade I use it comes out gray looking.  The back of my hair is curly and the front is not:  I look totally weird.  I hate the way I look, and feel very angry (not sure at whom).  Will I one day have my old hair back, or at least something resembling it?  I am very very angry and depressed about this.  I am also depressed and sort of ashamed (although I know I have no reason to be ashamed, it's not my fault I got cancer) about my reconstructed breasts, but less than my hair.  In general, I'm feeling bad about my appearance.  Ohilly",0
"You have a beautiful dog.  I am very afraid of dogs and avoid them at any cost.  I have two Goffin Cuckatoos name Silk and Satin.  
I look forward to saying hi in the chat room again.  Some time it feels strange waiting to respond to something.  
Today has been a day of rest, except I went to my piano class.  I find I just get tired quickly.  I can't imagine how things will be during chemo treatments.  Since I don't have any information yet I tell myself to take the time to educate myself as much as possible.
Today will be a good day.
Nellie","Ohilly, sorry you are having problems with your hair growing back, but like myself, I am just thankful it is coming back at all.  There were periods during chemo and radiation that I was afraid I would be bald the rest of my life.  Now it is about 1/2 inch long all over, and thankfully covers my whole head.  I will just be grateful to be able to leave the wig at home when I go shopping.
Another problem I am having is that I have facial hair growing as well.  It is very light, but fuzzy, especially on the upper part of my cheeks.  What is that all about?  I wonder if the drug I am taking, Femara, has something to do with the fact I have hair on my face.  Femara is an aromatase inhibitor, which destroys all estrogen production in the body.  anyway, is anyone else having this problem, and if so, what can be done to stop me from growing a beard.
Judy",0
"It looks to me like I completely missed welcoming you Nellie.  Sheesh, sorry about that!
Welcome!!  LOL!
Big hugs,
CR","Creampuff, I am also on Femara and also have the facial hair.  I believe this is a side effect.  In my case, it's not that bad, so I have decided just to live with it.  The hair on my head upsets me more.  Maybe you could bleach the facial hair (but ask a doctor first) - you know those bleaches they sell for hair on your upper lip?
Let me know if you figure out a solution.  Ohilly",0
"I am new here.  I don't know where to turn.  I was diagnosed in Sept. 2002 with Breast Cancer.
I had a mastectomy of my left breast, and chemotherapy.  My lymph nodes were clear.  In January 2003 they put me on tamoxifen for five years.  My last tamoxifen tablet was Dec. 31, 2008.  By March 8, 2009, I was diagnosed with stage 4 breast cancer.  I have a tumor on my liver, left hip, sternum and 2 in my R lung.  I have been on chemo since April of 2009.  8 weeks on, every week and 8 weeks off.  I had radiation on my left hip, which in much better.  I am ending my eight week chemo on the 22nd.  Also on that day we will be doing a Catscan and MRI.  However, this past Monday the 15th, they did a tumor marker test and it had elevated from 33 to 41.  I know that tumor marker tests are not real accurate for a lot of people, but they have been pretty accurate for me.  I am so depressed.  Not only from the 8 weeks of chemo that wears you down, but I was so looking forward to a break and some sort of normalcy for a shor period.  What I am assuming is going to happen is another round of a different chemo.  How do you cope with the up and downs of this disease?  The constant testing, the ever changing you are doing good now, but next time not.  If it weren't for my family and our business, I would go on palliative care.  There has to be some quality of life in this, I hope??  Any suggestions or comments??
Shooter1","Hi Nancy
I've been having my expanders filled since last september, it's been a very long process for me because I had radiation and they've had to fill me slow because my left side is so damaged from radiation that they have to careful when filling so it dosent burst. I don't expect surgery til the end of summer but my plastic surgeon told me that even though they look a little different, he can match them when it's time for surgery. Have you asked your surgeon? I'm sure you'll have the same size implants. how long have you been getting fills?
Keep me posted and all the best to you. Good luck.. Deb Dancy  email dancys99@aol.com anytime :-)
",0
"That's about the size of it....sneeky devil, skulking around and just waiting!!!
I can't speak to reocurrance...I had 2 primary site cancers, 6 months behind each other.  I guess the best I can say is to quote my 5th (!!!) second opinion....""Why would you nullify the fight you have already fought by not fighting just as hard this time?"".
That saw me thru...but, I am sitting at year 3 of Tamoxifen.  Stage II breast cancer.  You made me sit up when you said your were fine while taking Tamoxifen.  Something I need to ask my oncologist...sigh...
Hugs, Kathi","One of my expanders is leaking leaving me with breasts of differing sizes. I'm scheduled to have the permanent implants put in May 29, but I am hesitating because of the size difference. Has anyone had this problem? Did your doctor replace the leaking expander and refill it or what? I was looking forward to completing this phase and getting on with life. Nancy",0
"It is hard to explain.  You never have any quality of life.  After you finish you 8 week chemo, which is every week.  You never quite feel normal, before they start in again.  And then to have my tumor marker go up, it is so disappointing.
They told me that doing a PET scan while I was taking Tamoxifen is not protocol.  Basically, if you have a re-occurrence they can't prevent it, and by knowing sooner, you loose quality of life by starting the chemo, radiation, etc. sooner.  By catching it sooner, they say makes know difference in life expectancy.  I just don't know.  How then can some women and men be 7 to 10 years out instead of the normal 5 after re-diagnosis.  Then again, if you feel crummy all the time, why find out sooner.
Thank you for your reply","Hi Nancy
I've been having my expanders filled since last september, it's been a very long process for me because I had radiation and they've had to fill me slow because my left side is so damaged from radiation that they have to careful when filling so it dosent burst. I don't expect surgery til the end of summer but my plastic surgeon told me that even though they look a little different, he can match them when it's time for surgery. Have you asked your surgeon? I'm sure you'll have the same size implants. how long have you been getting fills?
Keep me posted and all the best to you. Good luck.. Deb Dancy  email dancys99@aol.com anytime :-)
",0
"That's about the size of it....sneeky devil, skulking around and just waiting!!!
I can't speak to reocurrance...I had 2 primary site cancers, 6 months behind each other.  I guess the best I can say is to quote my 5th (!!!) second opinion....""Why would you nullify the fight you have already fought by not fighting just as hard this time?"".
That saw me thru...but, I am sitting at year 3 of Tamoxifen.  Stage II breast cancer.  You made me sit up when you said your were fine while taking Tamoxifen.  Something I need to ask my oncologist...sigh...
Hugs, Kathi","Thanks for the kind words. I've been getting fills since January though I haven't had a fill since March 19 when he noticed the leak. My surgical oncologist is the one who suggested he put in another expander and restart the process. My plastic surgeon does not think putting the permanent implant in the side that has not been stretched fully will be a problem. Again, thanks and good luck to you.
",0
"I am new here.  I don't know where to turn.  I was diagnosed in Sept. 2002 with Breast Cancer.
I had a mastectomy of my left breast, and chemotherapy.  My lymph nodes were clear.  In January 2003 they put me on tamoxifen for five years.  My last tamoxifen tablet was Dec. 31, 2008.  By March 8, 2009, I was diagnosed with stage 4 breast cancer.  I have a tumor on my liver, left hip, sternum and 2 in my R lung.  I have been on chemo since April of 2009.  8 weeks on, every week and 8 weeks off.  I had radiation on my left hip, which in much better.  I am ending my eight week chemo on the 22nd.  Also on that day we will be doing a Catscan and MRI.  However, this past Monday the 15th, they did a tumor marker test and it had elevated from 33 to 41.  I know that tumor marker tests are not real accurate for a lot of people, but they have been pretty accurate for me.  I am so depressed.  Not only from the 8 weeks of chemo that wears you down, but I was so looking forward to a break and some sort of normalcy for a shor period.  What I am assuming is going to happen is another round of a different chemo.  How do you cope with the up and downs of this disease?  The constant testing, the ever changing you are doing good now, but next time not.  If it weren't for my family and our business, I would go on palliative care.  There has to be some quality of life in this, I hope??  Any suggestions or comments??
Shooter1",I know how you feel my first round of chemo was 3 weeks ago. The port hurt so bad for 2 days they minimize the pain when they explain the procedure. It itches and it creeps me out to much to scratch it.  I am new at this too but I thought I would tell you my worst side affect was costipation it was absolutley horrible. unbearable !! I would suggest you get a stool softner asap just in case. I wont get into the gruesome things that happened to me for something that can be easily prevented. I  had a few other issues but the chemo was not as bad as I thought. I hope you take the chemo ok and your white blood cells stay up that is when my pain staarted. I did not know about the condoms noone told me that. I wish you much luck.....Kelli,0
"shooter i pray it all works out. so march of this yr they found it on the same side. i was 6 or 8 node pos. had the mastectomy in mar 08 found the lump in jan. 5by 5 cm mass of microcalcifacasions(spelling sucks) her2 pos.  on arimidex now. my heart just goes out to you shooter. god be with you.  you'll get thru this it will be hard but god says if we call on him and ask him in our hearts he'll NEVER LEAVE US NOR FORSAKE US. i think the mental part is almost worst then all of it.  well chemo did suck, but i guess i did pretty good compared to some of the others. give her peace lord. love deedee  ","Well Monday is the day that I start my chemo treatments.  I'm not thrilled but I want to hurry up and get this crap over and done with.
 
I had the pleasure of watching a ""educational"" video yesterday on the subject.  Oh boy :(
No green tea, no leafy veg., limited on certain fruits, if I want to make love with my husband he has to wear a condom?????? Seriously!And I won't be able to have my Merlot for the entire duration of this crap!!!!  I'm just glad that I only have 18 weeks of this **** and a year of herceptin and NO RADIATION!!!
 
Oh and I""m just so freaking miserable with the tightness in my chest, that damn port that seems to want to pop out at any moment and then stick me when my wonderful bra strap rubs on it.
 
Sorry for my rant.... I'm just cranky today and its cold with snow outside, not to mention yesterday was my daughter's birthday was yesterday and we have to plan her birthday around my freaking treatments SUCKSSSSSSS.  ",0
"Thank you for your reply and your words of FAITH.  That is what keeps me going, to know that HE is in charge and HE knows what he is doing.  I pray every day for strength to continue, or the clear answer on HIS will for my decision to continue or palliative care.
GOD BLESS YOU!!",I know how you feel my first round of chemo was 3 weeks ago. The port hurt so bad for 2 days they minimize the pain when they explain the procedure. It itches and it creeps me out to much to scratch it.  I am new at this too but I thought I would tell you my worst side affect was costipation it was absolutley horrible. unbearable !! I would suggest you get a stool softner asap just in case. I wont get into the gruesome things that happened to me for something that can be easily prevented. I  had a few other issues but the chemo was not as bad as I thought. I hope you take the chemo ok and your white blood cells stay up that is when my pain staarted. I did not know about the condoms noone told me that. I wish you much luck.....Kelli,0
"shooter i pray it all works out. so march of this yr they found it on the same side. i was 6 or 8 node pos. had the mastectomy in mar 08 found the lump in jan. 5by 5 cm mass of microcalcifacasions(spelling sucks) her2 pos.  on arimidex now. my heart just goes out to you shooter. god be with you.  you'll get thru this it will be hard but god says if we call on him and ask him in our hearts he'll NEVER LEAVE US NOR FORSAKE US. i think the mental part is almost worst then all of it.  well chemo did suck, but i guess i did pretty good compared to some of the others. give her peace lord. love deedee  ","Hi Kelly,
Thank you for your advice :)  I'm aleady grossed out about touching the port but on the good news is that I purchased a different sports bra that doesn't rub against it as much.  That other bra was just horrible!
 
I don't know what to expect about chemo but I just know I have to go through with all this in order to get to the positive side.
 
Good luck with your treatments too :)
 
Thank you again",0
"I am new here.  I don't know where to turn.  I was diagnosed in Sept. 2002 with Breast Cancer.
I had a mastectomy of my left breast, and chemotherapy.  My lymph nodes were clear.  In January 2003 they put me on tamoxifen for five years.  My last tamoxifen tablet was Dec. 31, 2008.  By March 8, 2009, I was diagnosed with stage 4 breast cancer.  I have a tumor on my liver, left hip, sternum and 2 in my R lung.  I have been on chemo since April of 2009.  8 weeks on, every week and 8 weeks off.  I had radiation on my left hip, which in much better.  I am ending my eight week chemo on the 22nd.  Also on that day we will be doing a Catscan and MRI.  However, this past Monday the 15th, they did a tumor marker test and it had elevated from 33 to 41.  I know that tumor marker tests are not real accurate for a lot of people, but they have been pretty accurate for me.  I am so depressed.  Not only from the 8 weeks of chemo that wears you down, but I was so looking forward to a break and some sort of normalcy for a shor period.  What I am assuming is going to happen is another round of a different chemo.  How do you cope with the up and downs of this disease?  The constant testing, the ever changing you are doing good now, but next time not.  If it weren't for my family and our business, I would go on palliative care.  There has to be some quality of life in this, I hope??  Any suggestions or comments??
Shooter1",Bummer that it is back.  If it turns out to be the bc instead of some other form of cancer then it has taken a heck of a long time to return.  It might mean you have a good many years ahead of you despite it's return.  Will put you on the prayer list.,0
"I am always so disappointed when I read that someone took tx, had clean nodes and then the damn thing recurs. I am so sorry you have to go through this.  It's hard to have any QOL when you're either worrying or under tx.  To go on is such a personal decision but you know there are women here and on other boards that where stage iv and doing well today. I hope that gives you courage to fight on.  Kathi's right when she says you've already fought so hard, don't nullify your efforts by giving up.  I hope you connect with others in your position and know we are thinking of you and keeping you in our prayers.
Kathi- Please check with your onc about an AI with bisphosphonate for your osteo.  I didn't think you could use an AI when having osteoporosis but apparently its most damaging for those who are normal or have osteopenia. That should help when your finished with the Tamox.","Unfortunately, results from PET scan aren't good. There are multiple spots on my bones...mets. I am soooo sad. Dr wants to do a bone biopsy to see if this is the original BC, or another type. He said it is very rare for it to come back like this after almost 15 years, but obviously it can happen.
The ""good"" news, is that it doesn't appear to be in any of my organs and my bloodwork is perfect. He says that if the cancer is ER+, I would take an oral medication and a monthly shot...God willing, I could go on like that for years.
If it isn't ER+, they would do chemo. Does all this sound consistent with your experience?
Kay :(",0
"Thank you for your reply.  Like I said, this is the first time I have ever been on a discussion board.  Do you know or have any suggestions of where I could chat with other stage IV survivors.  I think that would help to hear how others cope with the ups and downs of this disease.
Thank you, again.",Bummer that it is back.  If it turns out to be the bc instead of some other form of cancer then it has taken a heck of a long time to return.  It might mean you have a good many years ahead of you despite it's return.  Will put you on the prayer list.,0
"I am always so disappointed when I read that someone took tx, had clean nodes and then the damn thing recurs. I am so sorry you have to go through this.  It's hard to have any QOL when you're either worrying or under tx.  To go on is such a personal decision but you know there are women here and on other boards that where stage iv and doing well today. I hope that gives you courage to fight on.  Kathi's right when she says you've already fought so hard, don't nullify your efforts by giving up.  I hope you connect with others in your position and know we are thinking of you and keeping you in our prayers.
Kathi- Please check with your onc about an AI with bisphosphonate for your osteo.  I didn't think you could use an AI when having osteoporosis but apparently its most damaging for those who are normal or have osteopenia. That should help when your finished with the Tamox.","Actually, the doctor did suggest that if it is the same cancer, the fact that it has been so long is a good sign.  I'll take anything I can get.  
Thanks!  Kay",0
"I was diagnosed on Sept. 12th with Infiltrating Ductal Carcinoma-had a Lumpectomy and 14 nodes removed on Sept. 21(my father passed away the evening of Sept. 20)-both the surrounding tissue and nodes are clear-tumor size 1 cm-Path report indicates that lymphatic invasion is present. On my first visit to the oncologist, her recommendation is to follow protocol of 6-1/2 weeks radiation and Tamoxifen. However, the size of my tumor is borderline for taking chemo she says.  She was pleased with everything on my path reports except for the lymphatic invasion. Am participating in the Oncotype DX case study for my risk factor of reoccurance-but if that comes back (I should have results on Oct. 24)saying my risk factor is low for reoccurance, should I take chemo anyways?","Just wanted to welcome you to the site.  You are right.  We do support and love each other here.  It does help you get through the journey.
Unfortuantely, you are the only one who can decide what to do.  I decided to go through with the chemo because I wanted to do everything I could to fight the cancer and to keep it from coming back.  There have been times when I second guessed myself.  Like when the chemo side effects are really rough and lasting longer than a week.  Or when it takes me 15 minutes to get up from a chair, the bed, etc. because the Femera is making my bones ache.  But I got to go on.  I got to do everything to beat this thing.  
Whatever you decide, I support your decision.
Good Luck,
P",0
"Boy, its a tough call. Everything I thought I would do before I got cancer, changed when I got it. What is the tumor grade. If its a 1 or 2 I would consider not having chemo. If its a grade 3 I would definitely have the chemo.  ER/PR status and HER2 status would affect my decision as well. I would be sure to go over all these things with my onc and maybe speak with more than one onc before making a decision. The Oncotype DX test is still relatively new, so I would want to make my decision after going over each of these factors with my doctor...Also, I would ask for the P450 test to be sure that I was a Tamoxifen metabolizer. Keep us posted. Whatever your decision it will be the right one for you.
","I was diagnosed in Jan/10 with IDC breast cancer and had a lumpectomy 2cm with node removal of 8 which were neg. Feb 3rd. DX was stage 1c 0 nodes and stage 3. My reoccurance rate was at 31 percent before meds and with that was brought down to 15.If I have chemo it will lower it by another 5. I was first told I was triple neg but after retesting I am now er-/pr+ her2 neg.I have only posted here a couple of times but follow this site everyday.
 Now that chemo is bearing down on me this week I am having 2nd thoughts on my decision to do it.Did I made the right decision? I am questioning myself as it nears or is this just fear of chemo. My initial thought was I am in good health at 53 now versus if I have to face other problems down the road at some time so why not do all I can and throw everything at it now. Then you hear of the possibilities of things that can happen from the chemo.I know there are those here that said chemo is doable but I keep going with the what if's but I do the same what if's if I don't do it. You all seem to care so much for each other and support is great. Please help me decide am I doing the right thing? I turned down the onco testing because I had made up my mind to do chemo so I didn't see any reason to do it. My insurance won't pay for the Brca testing so clueless there. We have never had BC in the family but my mothers side of family have all had some form of cancer and died with ovarian, colon, prostrate, gasto intestinal sarcoma which is why I did decide to do chemo because of cancer history. Sorry I am so long winded here but I am worrying all the time on decisions. Thanks Cyn ",0
"This is how it is worded on my path report-Infiltrating Ductal Carcinoma, Grade II, and the next line says Nuclear Grade III.  ER/PR are positive, HER2 is negative.
","Just wanted to welcome you to the site.  You are right.  We do support and love each other here.  It does help you get through the journey.
Unfortuantely, you are the only one who can decide what to do.  I decided to go through with the chemo because I wanted to do everything I could to fight the cancer and to keep it from coming back.  There have been times when I second guessed myself.  Like when the chemo side effects are really rough and lasting longer than a week.  Or when it takes me 15 minutes to get up from a chair, the bed, etc. because the Femera is making my bones ache.  But I got to go on.  I got to do everything to beat this thing.  
Whatever you decide, I support your decision.
Good Luck,
P",0
